business_id,address,city,postal_code,selected_postal_code,latitude,longitude,phone_number,tax_code,business_certificate,owner_zip,owner_name,owner_address,owner_city,owner_state,centroid_lat,centroid_long,Distance from centroid
9248,1737 Post St. #393,San Francisco,94115,94115,37.7855,-122.43,null,H28,369828,94115,Belly Good Caf̩ Inc.,1737 Post St. #393,San Francisco,CA,37.78611824,-122.4348365,0.004875832
9437,2241 Geary Blvd,SF,94115,94115,37.7831,-122.441,null,H14,385982,94520,PACIFIC COAST FARMERS' MARKET Association,"5056 Commercial Circle, ste E",Concord,CA,37.78611824,-122.4348365,0.006862854
9583,1561 Fillmore St.,SF,94115,94115,37.7838,-122.433,null,H03,364062,94115,ALEX KIM,1561 Fillmore St,SF,CA,37.78611824,-122.4348365,0.002957513
9677,2238 Geary Blvd,San Francisco,94115,94115,37.7832,-122.441,null,H26,377725,94014,Yang Li Xing,5999 Mission Street,San Francisco,CA,37.78611824,-122.4348365,0.006819466
9745,1480 Fillmore St.,SF,94115,94115,37.7828,-122.433,null,H26,927896,94115,"Panda Express, Inc",1480 Fillmore St,San Francisco,CA,37.78611824,-122.4348365,0.00379254
9797,2425 Geary Blvd,SF,94115,94115,37.7827,-122.444,null,H24,20100,94115,KAISER FOUNDATION HOSPITALS,2425  GEARY Blvd 2331,S.F.,CA,37.78611824,-122.4348365,0.009780312
10235,1737 Post St,S.F.,94115,94115,37.7855,-122.43,null,H08,371625,90504,Jinon Corporation,2180 W. 190th St.,Torrance,CA,37.78611824,-122.4348365,0.004875832
10875,919 DIVISADERO ST,SF,94115,94115,37.7782,-122.438,14155928657,H25,374570,94115,BISTRO AMERICAN LLC,1904 MCALLISTER ST,SF,CA,37.78611824,-122.4348365,0.008526804
13962,3273 Sacramento St,SF,94115,94115,37.7882,-122.447,null,H03,379964,94118,MICHAEL PHAM,188 COLLIN ST,SF,CA,37.78611824,-122.4348365,0.012340381
18606,1419 Fillmore St,San Francisco,94115,94115,37.7828,-122.433,null,H25,397645,94115,Sheba Lounge LLC,1419 Fillmore St,San Francisco,CA,37.78611824,-122.4348365,0.00379254
18826,2114 FILLMORE St,SAN FRANCISCO,94115,94115,37.7891,-122.434,14155442668,H25,395083,94115,Fresca Restaurants Inc,2114 Fillmore St,San Francisco,CA,37.78611824,-122.4348365,0.003096868
23702,1723 Buchanan St,San Francisco,94115,94115,37.786,-122.43,null,H25,205289,94115,Jung Un Hong,1723 Buchanan St,San Francisco,CA,37.78611824,-122.4348365,0.004837923
24023,1881 Post St Level 1,San Francisco,94115,94115,37.7852,-122.433,null,H24,399408,94115,"Sundance Cinemas, LLC",1881 Post St,San Francisco,CA,37.78611824,-122.4348365,0.002053245
24024,1881 Post St Level 2,San Francisco,94115,94115,37.7852,-122.433,null,H24,399408,94115,"Sundance Cinemas, LLC",1881 Post St,San Francisco,CA,37.78611824,-122.4348365,0.002053245
24025,1881 Post St Level 3,San Francisco,94115,94115,37.7852,-122.433,null,H24,399408,941115,"Sundance Cinemas, LLC",1881 Post St,San Francisco,CA,37.78611824,-122.4348365,0.002053245
26341,2201 PINE St,SAN FRANCISCO,94115,94115,37.7881,-122.432,14155921320,H07,397568,94115,"Natural Market, Inc.",2201 Pine Street,SF,CA,37.78611824,-122.4348365,0.0034602
26348,1545 Fillmore St,San Francisco,94115,94115,37.784,-122.433,null,H25,354495,94115,Ok Sun Kim,1545 Fillmore St,San Francisco,CA,37.78611824,-122.4348365,0.002803496
30354,1581 Webster St #210,San Francisco,94115,94115,37.7852,-122.431,null,H86,404254,94115,"Matsumoto Shoji, Inc",1581 Webster St #210,San Francisco,CA,37.78611824,-122.4348365,0.003944835
33527,1426 Fillmore St Space T,San Francisco,94115,94115,37.7828,-122.433,null,H29,413656,94132,Tri Valley Food Services Inc,PO Box 320397,San Francisco,CA,37.78611824,-122.4348365,0.00379254
33564,1401 Fillmore St,San Francisco,94115,94115,37.7824,-122.433,null,H25,413791,94115,"KHJ Associates Inc   Jeffrey Leung, President",1401 Fillmore St,San Francisco,CA,37.78611824,-122.4348365,0.004147041
34066,1826 B Buchanan St,SAN FRANCISCO,94115,94115,37.7859,-122.437,null,H25,402352,94115,Jitlada Inc.,1826-B Buchanan Street,SF,CA,37.78611824,-122.4348365,0.002174501
34418,1911 FILLMORE St,SF,94115,94115,37.7873,-122.434,null,H25,419222,94115,7 Hills LLC  Daniel Holzman,1911 Fillmore St,SF,CA,37.78611824,-122.4348365,0.001447845
34647,1300 Fillmore St,San Francisco,94115,94115,37.7815,-122.432,null,H26,382881,94115,"Food For Soul, LLC   David Lawrence & Moneita White",1300 Fillmore St,San Francisco,CA,37.78611824,-122.4348365,0.005419754
34649,1737 Post St #395,San Francisco,94115,94115,37.7855,-122.43,null,H24,419404,94115,"Clifford Murata & Narintorn ""Dawn"" Pumarintara",1737 Post St #395,San Francisco,CA,37.78611824,-122.4348365,0.004875832
35240,1682 Post St,San Francisco,94115,94115,37.7857,-122.429,null,H26,419688,94115,New San Wang Inc   Teh Chun Wang,1682 Post St,San Francisco,CA,37.78611824,-122.4348365,0.005851444
35359,1704 Post St,San Francisco,94115,94115,37.7856,-122.43,null,H87,416507,94115,Sonyong Y Crouere & Sun Hwa Yang,1704 Post St,San Francisco,CA,37.78611824,-122.4348365,0.004864164
35737,1727 Fillmore St A,San Francisco,94115,94115,37.7854,-122.433,null,H01,139886,94115,Myung Soo Seo & Soon Hee Seo,1727A Fillmore St,San Francisco,CA,37.78611824,-122.4348365,0.001971933
36412,2815 California St,San Francisco,94115,94115,37.788,-122.441,null,H24,421377,94115,Tataki Sushi And Sake Bar / Kin Wai Lui,2815 California St,San Francisco,Ca,37.78611824,-122.4348365,0.00644438
37390,1598 McAllister St,San Francisco,94115,94115,37.7778,-122.438,null,H07,339124,94115,Osama Salfiti,1598 McAllister St,San Francisco,CA,37.78611824,-122.4348365,0.008899493
37575,1581 Webster St #240,San Francisco,94115,94115,37.7852,-122.431,null,H25,427796,94115,Wahoo International LLC   Hiroe Kobayashi,1581 Webster St #240,San Francisco,CA,37.78611824,-122.4348365,0.003944835
38182,2901 Pacific Ave,SF,94115,94115,37.7922,-122.443,null,H24,307455,94115,PPHI Inc.  Pres. Tom Callina,2901 Pacific Avenue,SF,CA,37.78611824,-122.4348365,0.010179927
38442,1828 DIVISADERO St,SF,94115,94115,37.7866,-122.44,null,H25,431399,94115,YUM YUM HUNAN LLC,1828 DIVISADERO ST.,SAN FRANCISCO,CA,37.78611824,-122.4348365,0.005185948
38458,1581 Webster St #195,San Francisco,94115,94115,37.7852,-122.431,null,H24,430551,94115,Marquis Corporation   Hiromi Okada,1581 Webster St #195,San Francisco,CA,37.78611824,-122.4348365,0.003944835
38788,2406 CALIFORNIA St,SAN FRANCISCO,94115,94115,37.7889,-122.434,null,H28,430093,94110,Pizzeria Due LLC,3621 18th St.,sf,CA,37.78611824,-122.4348365,0.002904805
38797,1700 Fillmore St,San Francisco,94115,94115,37.7853,-122.433,null,H26,431617,94115,ESM Inc   Emily Mitra & Anjan Mitra,1700 Fillmore St,San Francisco,CA,37.78611824,-122.4348365,0.002010514
40216,22 Peace Plaza #535,San Francisco,94115,94115,37.785,-122.43,null,H24,435489,94115,May Kyu,22 Peace Plaza #535,San Francisco,CA,37.78611824,-122.4348365,0.004964069
58718,1854 DIVISADERO St,SAN FRANCISCO,94115,94115,37.7869,-122.44,null,H24,436384,94133,"The Welshman Group, LLC",P.O.Box 330546,SF,CA,37.78611824,-122.4348365,0.005222366
59179,901 Divisadero St,San Francisco,94115,94115,37.778,-122.438,null,H24,359562,94115,Haile Taddesse,901 Divisadero St,San Francisco,CA,37.78611824,-122.4348365,0.008712845
59374,2155 Webster St,SAN FRANCISCO,94115,94115,37.7904,-122.432,null,H24,425249,994080,Rene H.Franco,425 Littlefield,South S.F.,CA,37.78611824,-122.4348365,0.005136057
59777,488 PRESIDIO Ave,S.F.,94115,94115,37.7873,-122.447,null,H87,308767,94108,"Laurel SPE, LLC","530 Bush Street, Ste. 501",SF,CA,37.78611824,-122.4348365,0.012220795
59832,2401 Post St,San Francisco,94115,94115,37.784,-122.442,null,H07,375702,94115,Abraham Khoury & Johnny Khoury,2401 Post St,San Francisco,CA,37.78611824,-122.4348365,0.007470139
59838,2232 Bush St,SF,94115,94115,37.787,-122.434,14155929578,H26,438297,94111,"Bush Ventures, LLC","1 Ferry Bldg., Ste 270",SF,CA,37.78611824,-122.4348365,0.0012154
60554,1799 McAllister St,San Francisco,94115,94115,37.7774,-122.441,null,H24,439253,94115,"Jaze & Elle, LLC   Lauren Alameda-Reddell",1799 McAllister St,San Francisco,CA,37.78611824,-122.4348365,0.010676923
60963,1910 Fillmore St,SF,94115,94115,37.7874,-122.433,14155676876,H24,452603,94301,"Life is Good, LLC",644 Everson Ste. 110,Palo Alto,CA,37.78611824,-122.4348365,0.002239545
61056,2750 JACKSON St,SF,94115,94115,37.7918,-122.44,null,H91,357760,94115,Town School for Boys / Nancy Doty,2750 Jackson Street,SF,CA,37.78611824,-122.4348365,0.007677524
61073,1740 O' Farrell St,San Francisco,94115,94115,37.7832,-122.433,null,H24,440065,94115,"Stretch SF, Inc   Jason Kirmse",1740 O'Farrell St,San Francisco,CA,37.78611824,-122.4348365,0.00344801
61438,1801 McAllister,San Francisco,94115,94115,37.7773,-122.442,null,H25,379582,94117,"Green Chile Kitchen & Mkt., LLC",5A Lyon St.,SF,CA,37.78611824,-122.4348365,0.011361223
62777,2501 CALIFORNIA ST,SF,94115,94115,37.7887,-122.436,null,H03,448235,94538,"Au Engergy, LLC",41805 Albrae Street,Fremont,CA,37.78611824,-122.4348365,0.002831832
62900,2417 CALIFORNIA St,SF,94115,94115,37.7888,-122.434,null,H24,445827,94118,Olivier Perrier,307 15th Avenue,SF,CA,37.78611824,-122.4348365,0.002809188
63303,1655 Divisadero St,San Francisco,94115,94115,37.785,-122.44,null,H24,448904,94115,My Father's Kitchen LLC,1655 Divisadero Street,SF,CA,37.78611824,-122.4348365,0.00528322
63429,1640 Post St 2nd Floor,SAN FRANCISCO,94115,94115,37.7857,-122.429,null,H26,333790,94115,Daeho Hwang,"1640 Post. St., 2nd Floor",SF,CA,37.78611824,-122.4348365,0.005851444
63602,1460 Fillmore St,SF,94115,94115,37.7829,-122.433,null,H88,444689,94115,Sheila Harris,1460 Fillmore,SF,CA,37.78611824,-122.4348365,0.003705363
64021,2101 Sutter St,San Francisco,94115,94115,37.7858,-122.435,null,H26,424659,94102,J & H Breakfastology Inc.,375 Taylor Street,SF,CA,37.78611824,-122.4348365,0.000357793
64041,2301 FILLMORE ST,SF,94115,94115,37.7909,-122.434,14155611010,H26,473264,94587,"Mehfil Indian Cuisine & Bar, Inc. / Satnam S. Bal, President; Balwinder Singh, Secretary",34432 Torrey Pine Lane,Union City,CA,37.78611824,-122.4348365,0.004854373
64092,1737 Post St #367,SF,94115,94115,37.7855,-122.43,null,H28,451827,94116,TF88 LLC,945 Taraval St. #368,SF,CA,37.78611824,-122.4348365,0.004875832
64231,2100 SUTTER St,SAN FRANCISCO,94115,94115,37.7859,-122.435,null,H25,452168,94115,Sweet Lime Inc.,2100 Sutter St.,SF,CA,37.78611824,-122.4348365,0.000272704
64346,1890 FILLMORE St,SF,94115,94115,37.7869,-122.433,null,H88,451607,94061,Webebaking Inc.,1924 Goodwin Ave,Redwood City,CA,37.78611824,-122.4348365,0.001995946
64387,1100 Fillmore St,San Francisco,94115,94115,37.7798,-122.432,null,H29,452801,95687,C. C. Yin and Betty Lin,185 Butcher Road,Vacaville,CA,37.78611824,-122.4348365,0.006925731
64626,2208 FILLMORE St,S.F.,94115,94115,37.7901,-122.434,null,H28,467112,94115,"LC88 Enterprise, LLC / Ken Lim, Irene Chan, William Chiu, Michelle Lim",2208 Fillmore Street,San Francisco,CA,37.78611824,-122.4348365,0.004068675
64630,1737 Post St #355,San Francisco,94115,94115,37.7855,-122.43,null,H25,453550,94115,"Nana Bishou Enterprises, Inc.","1680 Post Street, Suite A",SF,CA,37.78611824,-122.4348365,0.004875832
64814,1901 DIVISADERO St,SF,94115,94115,37.7873,-122.44,null,H25,452052,94118,My Ivy Corp.,447 15th Ave. Apt. 6,SF,CA,37.78611824,-122.4348365,0.005297029
64835,2123 Fillmore St,San Francisco,94115,94115,37.7894,-122.434,null,H25,453323,94115,"Sweet Jane's, LLC / Amanda Michael",2709 Sacramento Street,San Francisco,CA,37.78611824,-122.4348365,0.003386687
64958,1640 Post St,SF,94115,94115,37.7857,-122.429,null,H24,333790,94132,Daeho Hwang,405 Semano Dr. #7K,SF,CA,37.78611824,-122.4348365,0.005851444
65086,2015 FILLMORE St,SF,94115,94115,37.7882,-122.434,14155807696,H25,456159,94010,Bun Mee LLC,401 Hillsborough Blvd,Hillsborough,CA,37.78611824,-122.4348365,0.002243529
65270,2333 Buchanan St 1st Floor,SAN FRANCISCO,94115,94115,37.7914,-122.431,null,H25,8450,94107,"Sutter West Bay Hospitals / Grant Davies, FACHE","633 Folsom Street, 7th Floor",San Francisco,CA,37.78611824,-122.4348365,0.00652806
65412,2506 FILLMORE St,SAN FRANCISCO,94115,94115,37.7927,-122.435,null,H25,302560,94115,"Jackson Fillmore, Inc. / Jack Krietzman, Pres.; Constance Johnson, Treas.; David Kavrell, Sec.",2506 Fillmore Street,San Francisco,CA,37.78611824,-122.4348365,0.006583792
65524,1401 BAKER St,SAN FRANCISCO,94115,94115,37.7839,-122.443,null,H05,440307,94607,Abdalla Mahamed and Yemane Woldegiorgis,"1601 Market Street, #203",Oakland,CA,37.78611824,-122.4348365,0.008459532
65659,1836 Divisadero St #A,SAN FRANCISCO,94115,94115,37.7866,-122.44,null,H03,433623,94123,Tarik Ihaddadene,1701 Greenwich St.,SF,CA,37.78611824,-122.4348365,0.005185948
66220,1560 Fillmore St,San Francisco,94115,94115,37.784,-122.433,null,H26,458922,94132,"Majin Enterprises, Inc.",405 Serrano Dr. #7K,SF,CA,37.78611824,-122.4348365,0.002803496
66637,1800 DIVISADERO St,SF,94115,94115,37.7862,-122.44,null,H24,143302,94112,Godzila Sushi Inc.,22 Bannock St.,SF,CA,37.78611824,-122.4348365,0.005164169
66992,1581 Webster St #100,San Francisco,94115,94115,37.7852,-122.431,null,H26,314685,94402,"Osaka Eiko, Inc.",412 Hurlingham Ave.,San Mateo,CA,37.78611824,-122.4348365,0.003944835
67612,2486 SACRAMENTO St,SAN FRANCISCO,94115,94115,37.7899,-122.434,null,H24,446760,94118,Sang Woo Lee and Mi Hyang Lee,"448 8th Avenue, #101",San Francisco,CA,37.78611824,-122.4348365,0.003873166
67806,1552 Fillmore St,San Francisco,94115,94115,37.784,-122.433,null,H24,458922,94132,"Majin Enterprises, Inc.",405 Serrano Dr. #7K,SF,CA,37.78611824,-122.4348365,0.002803496
67856,1201 DIVISADERO St,SF,94115,94115,37.7808,-122.439,null,H07,464082,94115,"Pearl Market, Inc. / Basil Askandafi",1201 Divisadero Street,San Francisco,CA,37.78611824,-122.4348365,0.006754153
68152,1529 FILLMORE St,SAN FRANCISCO,94115,94115,37.7837,-122.433,null,H25,458910,94115,State Vird Provisions LLC,1529 Fillmore st,San Francisco,CA,37.78611824,-122.4348365,0.003036533
68352,3290 Sacramento St,SF,94115,94115,37.7882,-122.447,null,H24,465300,94121,"Cinema SF, LLC / Jaimi Holker, Adam Bergeron",3630 Balboa Street,San Francisco,CA,37.78611824,-122.4348365,0.012340381
68454,1707 BUCHANAN St,SF,94115,94115,37.7856,-122.43,null,H25,466182,94502,Sung Dug Chang,2994 Via Bahia,Alameda,CA,37.78611824,-122.4348365,0.004864164
68538,2398 Webster St,SF,94115,94115,37.7927,-122.433,null,H03,460363,94115,"Ales Unlimited, LLC / Steve Smith",2398 Webster St,San Francisco,CA,37.78611824,-122.4348365,0.006833171
68986,2125 FILLMORE St,SAN FRANCISCO,94115,94115,37.7894,-122.434,null,H25,466405,94115,"Caf̩ Troya Fillmore, Inc. / Berk Kinalilar, Brigitte Cullen",2125 Fillmore Street,San Francisco,CA,37.78611824,-122.4348365,0.003386687
69576,1923 Fillmore Street,San Francisco,94115,94115,37.7875,-122.434,14155597133,H25,468174,94123,"Fillmore Street Investors, LLC. Joshua Spiegelman",1649 Greenwich Street,San Francisco,CA,37.78611824,-122.4348365,0.001615227
69675,1821 Steiner St,null,94115,94115,37.7861,-122.435,null,H07,468705,94115,SPICE ACE LLC,1770 POST ST. SUITE 298,SAN FRANCISCO,CA,37.78611824,-122.4348365,0.000164536
69753,2411 California St,null,94115,94115,37.7888,-122.434,14155503030,H07,471795,95401,Sift Cupcake & Dessert Bar,404 Mendocino Ave. Ste. A,Santa Rosa,CA,37.78611824,-122.4348365,0.002809188
71287,1946 FILLMORE St,SF,94115,94115,37.7878,-122.434,14155779878,H25,476735,94115,Seatown Fillmore LLC.,2835 Union St.,San Francisco,CA,37.78611824,-122.4348365,0.001878301
71430,1638 Post St,San Francisco,94115,94115,37.7858,-122.429,null,H25,399860,94080,"EK Food Services, Inc.",150 Associated Road,South San Francisco,CA,37.78611824,-122.4348365,0.005845148
71696,2821 CALIFORNIA St,SF,94115,94115,37.788,-122.441,null,H25,475737,94115,"B. Patisserie, LLC",2821 California Street,San Francisco,California,37.78611824,-122.4348365,0.00644438
239,1241 Vicente St,SF,94116,94116,37.7391,-122.48,null,H24,156925,94116,"Yeung, Maria",1241 Vicente St,SF,CA,37.742925,-122.4853077,0.006542341
588,1601 TARAVAL St,SF,94116,94116,37.7427,-122.483,null,H24,127688,94116,"Lopez, Hermila",1601 Taraval St.,SF,CA,37.742925,-122.4853077,0.002318635
984,3050 TARAVAL St,SAN FRANCISCO,94116,94116,37.7421,-122.499,null,H24,344571,94116,PAPARTASSEE CORPORATION,3050 TARAVAL St,S.F.,CA,37.742925,-122.4853077,0.013717139
985,3060 TARAVAL St,SAN FRANCISCO,94116,94116,37.742,-122.499,null,H25,390196,94116,Yun Tian Wu,3060 Taraval Street,SF,CA,37.742925,-122.4853077,0.013723517
1921,1735 Taraval St,SF,94116,94116,37.7426,-122.485,null,H25,363055,94116,"CHEN, FU-HUA",1735 TARAVAL ST,SF,CA,37.742925,-122.4853077,0.000447548
1952,2001 TARAVAL St,SF,94116,94116,37.7425,-122.488,null,H25,956945,94116,"LEE, DONG JOO",2001 TARAVAL,SF,CA,37.742925,-122.4853077,0.002725646
2293,800 TARAVAL,SAN FRANCISCO,94116,94116,37.7431,-122.475,null,H25,49367,94116,DIGRANDE ENTERPRISES INC.,800 TARAVAL ST.,SAN FRANCISCO,CA,37.742925,-122.4853077,0.010309178
2829,1712 TARAVAL St,SF,94116,94116,37.7427,-122.485,null,H25,925922,94116,"HOLMAN, KENNETH",1712  TARAVAL St,S.F.,CA,37.742925,-122.4853077,0.000381182
3029,1128 TARAVAL St,SF,94116,94116,37.743,-122.478,null,H26,370770,94116,TENNESSEE GRILL INC.,1128 TARAVAL ST.,SAN FRANCISCO,CA,37.742925,-122.4853077,0.007308077
3167,2129 Taraval St,SF,94116,94116,37.7424,-122.489,null,H26,947263,94116,"WU, ZHIMING",2129 TARAVAL ST,SF,CA,37.742925,-122.4853077,0.003729445
3185,2244 TARAVAL St,SF,94116,94116,37.7424,-122.49,null,H26,330249,94116,"PUSAWONG, CORINNE",2244  TARAVAL St,SF,CA,37.742925,-122.4853077,0.004721586
3196,2700 45th Ave,SF,94116,94116,37.7359,-122.503,null,H26,445424,94116,United Irish Cultural Center,2700 45th Ave.,SF,CA,37.742925,-122.4853077,0.019035976
4221,1355 TARAVAL St,SF,94116,94116,37.7428,-122.481,null,H86,77284,94116,"WONG, JIM MING DOC-FAI",1355 TARAVAL St,SF,CA,37.742925,-122.4853077,0.004309506
4544,2201 TARAVAL St,SF,94116,94116,37.7424,-122.49,null,H28,312268,94116,"MINASSIAN, MARTA",2201 TARAVAL,SF,CA,37.742925,-122.4853077,0.004721586
4627,490 Taraval,SF,94116,94116,37.7433,-122.471,null,H28,132532,94116,GUERRA QUALITY MEATS INC.,490 TARAVAL ST.,SAN FRANCISCO,CA,37.742925,-122.4853077,0.014312606
4665,2222 TARAVAL St,SF,94116,94116,37.7424,-122.49,null,H28,161879,94116,"FONG, TERRY",2222  TARAVAL St,S.F.,CA,37.742925,-122.4853077,0.004721586
4670,2801 Vicente St,SF,94116,94116,37.7383,-122.497,null,H08,334525,94116,"SUNSET II SUPERMARKET, LLC",2801  VICENTE St,SF,CA,37.742925,-122.4853077,0.012573809
4671,1447 TARAVAL St,SF,94116,94116,37.7427,-122.482,null,H28,136995,94116,"Chow, Bing",1447 Taraval St.,SF,CA,37.742925,-122.4853077,0.003315336
4842,2560 SLOAT Blvd,SAN FRANCISCO,94116,94116,37.7355,-122.502,null,H28,319446,94116,PHILIP DUDUM,2560 SLOAT BLVD,SAN FRANCISCO,CA,37.742925,-122.4853077,0.018269203
4844,730 TARAVAL,SF,94116,94116,37.7432,-122.474,null,H81,24669,94116,"SAFEWAY STORES, INC.",730 TARAVAL ST,SF,CA,37.742925,-122.4853077,0.011311036
4846,3054 TARAVAL St,SF,94116,94116,37.742,-122.499,null,H28,935704,94116,SOFAR PIZZA INC.,3054 TARAVAL ST,SF,CA,37.742925,-122.4853077,0.013723517
4944,1101 TARAVAL St,SAN FRANCISCO,94116,94116,37.7429,-122.478,null,H24,376245,94116,"French Bakery, Inc.",1101 Taraval Street,SF,CA,37.742925,-122.4853077,0.007307735
4986,2415 19th Ave,SF,94116,94116,37.7427,-122.476,null,H24,359876,94116,Naif Jaber & Maroan Jaber,2415 19th Avenue,S.F.,CA,37.742925,-122.4853077,0.009310411
5966,2001 37th Ave,SF,94116,94116,37.7496,-122.496,null,H91,770186,94116,St. Ignatius Corporation,2001 37TH AVE.,SF,CA,37.742925,-122.4853077,0.012604803
6626,3150 VICENTE St,SF,94116,94116,37.7383,-122.501,null,H03,320030,94116,"NIU, CHONG HENG",3150  VICENTE St,S.F.,CA,37.742925,-122.4853077,0.01635968
6750,1223 TARAVAL St,SF,94116,94116,37.7428,-122.479,null,H03,366158,94116,"BILL FILLED, INC.",1223 TARAVAL,SF,CA,37.742925,-122.4853077,0.006308931
6805,3350 TARAVAL St,SF,94116,94116,37.7419,-122.502,null,H03,365090,94116,"Bang, Chan Soon",3350 Taraval St.,SF,CA,37.742925,-122.4853077,0.016723748
6816,755 TARAVAL St,SF,94116,94116,37.7431,-122.474,null,H03,359765,94116,"Guan, Linda Ao & Peter Peng Fei Guan",755 Taraval St.,SF,CA,37.742925,-122.4853077,0.011309046
20116,1041 Taraval St,SF,94116,94116,37.7429,-122.477,null,H24,446061,94116,SUSHI ZEN RESTAURANT INC.,1041 TARAVAL ST.,SAN FRANCISCO,CA,37.742925,-122.4853077,0.00830773
34184,3040 Taraval St,SF,94116,94116,37.742,-122.499,null,H25,417918,94110,Kai Kai Leung,2761 23rd Street,SF,CA,37.742925,-122.4853077,0.013723517
38073,2650 SLOAT Blvd,SAN FRANCISCO,94116,94116,37.7356,-122.503,null,H24,431332,94122,"Java Beach at the Zoo, Inc.",1396 La Playa,SF,CA,37.742925,-122.4853077,0.019148717
38485,3020 TARAVAL St,SF,94116,94116,37.7421,-122.499,null,H25,385678,94132,Jenny Deng Pei,150 So. Lake Merced Hill,SF,CA,37.742925,-122.4853077,0.013717139
59009,1914 FILLMORE St,SF,94116,94116,37.7874,-122.433,14155432722,H26,437009,94115,Woodhouse Fillmore LLC,1914 Fillmore St.,SF,CA,37.742925,-122.4853077,0.068659452
59407,1050 TARAVAL St,SF,94116,94116,37.743,-122.478,null,H24,438916,94116,"Parkside Quickly, Inc.",2423 43rd Ave.,SF,CA,37.742925,-122.4853077,0.007308077
60518,1439 TARAVAL St,SAN FRANCISCO,94116,94116,37.7427,-122.482,null,H24,441721,94116,Ninki Corporation,1439 Taraval St.,SF,CA,37.742925,-122.4853077,0.003315336
60737,1940 TARAVAL St,SF,94116,94116,37.7426,-122.487,null,H26,432853,94116,"Parkside Tavern, LLC",1940 Taraval St.,SF,CA,37.742925,-122.4853077,0.001723233
61135,3132 VICENTE St,SF,94116,94116,37.7382,-122.501,null,H24,442429,94116,Shuai Yang,3132 Vicente St.,SF,CA,37.742925,-122.4853077,0.016388232
61598,3627 TARAVAL St,SAN FRANCISCO,94116,94116,37.7417,-122.505,null,H24,442358,94116,"Brothers Pizza Sunset, Inc.",3627 Taraval St.,SF,CA,37.742925,-122.4853077,0.019730373
62748,1626 Taraval St,SF,94116,94116,37.7427,-122.484,null,H25,440656,94116,G Cube Caf̩ Corp.,1626 Taraval,SF,CA,37.742925,-122.4853077,0.001326908
62770,2399 19th Ave,S.F.,94116,94116,37.7431,-122.476,null,H01,448235,94538,"Au Energy, LLC",41805 Albrae St.,Fremont,CA,37.742925,-122.4853077,0.009309337
64549,1433 Taraval St,SF,94116,94116,37.7428,-122.482,null,H26,454233,94116,"8 Immortals, Inc.",2377 20th Ave,SF,CA,37.742925,-122.4853077,0.003310053
64846,1115 Taraval St,SF,94116,94116,37.7429,-122.478,null,H24,454502,94015,Sameer Beru,205 Cerro Dr.,Daly City,CA,37.742925,-122.4853077,0.007307735
65115,1155 Taraval St.,SF,94116,94116,37.7429,-122.479,null,H24,455145,94132,Diane J. Cheung,20 Sargent St.,SF,CA,37.742925,-122.4853077,0.006307742
67154,1201 VICENTE St,SF,94116,94116,37.7391,-122.48,null,H26,462782,94116,E & S SUNSET GROUP INC.,1201 VICENTE ST.,SAN FRANCISCO,CA,37.742925,-122.4853077,0.006542341
67500,733 Taraval St,SF,94116,94116,37.7431,-122.474,null,H25,460602,94014,Tonight Inc.,385 Mtn Vw. Dr #1,Daly city,CA,37.742925,-122.4853077,0.011309046
67567,1722 Taraval St,SF,94116,94116,37.7427,-122.485,null,H25,464410,94121,Rolling-Out,545 39th Ave #7,SF,CA,37.742925,-122.4853077,0.000381182
68311,3001 TARAVAL St,SF,94116,94116,37.742,-122.498,null,H03,30032,60015,Walgreen Co,PO Box 901,Deerfield,IL,37.742925,-122.4853077,0.012725969
68342,1855 Taraval,Sf,94116,94116,37.7426,-122.486,14155816161,H01,465299,94116,Troung  And To LLC,1855 Taraval St.,San Francisco,CA,37.742925,-122.4853077,0.000764797
69950,2100 TARAVAL St,SAN FRANCISCO,94116,94116,37.7425,-122.489,14150894050,H74,470012,94015,Margaret Overbay,166 Serra Lane,Daly,CA,37.742925,-122.4853077,0.003716687
70929,1026 TARAVAL St,SAN FRANCISCO,94116,94116,37.743,-122.477,14155661446,H07,460972,94015,Linda Seocak & Sarkis Kaprielian,288 Shipley Ave.,D.C,CA,37.742925,-122.4853077,0.008308031
71362,1131 Taraval St,SF,94116,94116,37.7429,-122.479,14150833466,H24,475496,94080,Evelyn A. Soza & Victor Caicero Rosas,620 Commercial Ave.,South San Francisco,CA,37.742925,-122.4853077,0.006307742
71476,400 Dewey Blvd,SF,94116,94116,37.7472,-122.459,14155240960,H25,476013,94531,Sarah National Enterprises,4639 Shetland Way,Antioch,CA,37.742925,-122.4853077,0.026652773
80,2199 Fulton St,S.F.,94117,94117,37.7749,-122.453,null,H24,168329,94117,BON APPETIT MANAGEMENT COMPANY,2130 FULTON St,S.F.,CA,37.77146992,-122.4430977,0.010479508
627,800 DIVISADERO St,SAN FRANCISCO,94117,94117,37.7769,-122.438,null,H24,183133,94117,MIN HWANG & HAE KYUNG HWANG,800 DIVISADERO STREET,SAN FRANCISCO,CA,37.77146992,-122.4430977,0.007448001
1036,803 FILLMORE St,SF,94117,94117,37.7769,-122.431,null,H24,311738,94117,The Menu LLC,803 FILLMORE ST,SF,CA,37.77146992,-122.4430977,0.01326051
1043,1696 HAYES St,SF,94117,94117,37.7742,-122.444,null,H24,940946,94117,"GHARARI, ALI REZA",1696 HAYES ST,SF,CA,37.77146992,-122.4430977,0.002875304
